Sigla;Código;Município;Renda per capita média (Atlas DH - Censo) (2010);Percentual da população de 25 anos ou mais com ensino médio completo (Atlas DH - Censo) (2010);
PR;4109807;Ibiporã;706,25;31,17;
PR;4109906;Icaraíma;525,92;20,34;
PR;4110003;Iguaraçu;678,32;35,69;
PR;4110052;Iguatu;523,94;22,62;
PR;4110078;Imbaú;418,52;11,71;
PR;4110102;Imbituva;553,65;15,99;
PR;4110201;Inácio Martins;385,92;17,8;
PR;4110300;Inajá;538,69;21,89;
PR;4110409;Indianópolis;652,36;26,95;
PR;4110508;Ipiranga;564,83;14,27;
PR;4110607;Iporã;608,93;22,44;
PR;4110656;Iracema do Oeste;524,51;21,23;
PR;4110706;Irati;685,81;27,22;
PR;4110805;Iretama;608,11;17,51;
PR;4110904;Itaguajé;523,98;28,33;
PR;4110953;Itaipulândia;1019,87;27,05;
PR;4111001;Itambaracá;499,63;26,57;
PR;4111100;Itambé;588,49;32,82;
PR;4111209;Itapejara d'Oeste;674,12;24,05;
PR;4111258;Itaperuçu;468,04;16,32;
PR;4111308;Itaúna do Sul;460,51;17,67;
PR;4111407;Ivaí;469,13;16,39;
PR;4111506;Ivaiporã;666,73;28,86;
PR;4111555;Ivaté;563,82;27,94;
PR;4111605;Ivatuba;699,09;29,49;
PR;4111704;Jaboti;618,6;22,05;
PR;4111803;Jacarezinho;770,55;38,76;
PR;4111902;Jaguapitã;681,75;22,61;
PR;4112009;Jaguariaíva;616,79;30,19;
PR;4112108;Jandaia do Sul;803,28;34,04;
PR;4112207;Janiópolis;577,55;20,62;
PR;4112306;Japira;534,19;24,02;
PR;4112405;Japurá;615,19;19,79;
PR;4112504;Jardim Alegre;608,16;15,55;
PR;4112603;Jardim Olinda;515,05;19,88;
PR;4112702;Jataizinho;514,94;24,25;
PR;4112751;Jesuítas;551,65;20,08;
PR;4112801;Joaquim Távora;618,36;27,7;
PR;4112900;Jundiaí do Sul;485,95;21;
PR;4112959;Juranda;544,87;23,24;
PR;4113007;Jussara;688,1;23,81;
PR;4113106;Kaloré;528,02;25,38;
PR;4113205;Lapa;608,6;26,04;
PR;4113254;Laranjal;297,34;9,8;
PR;4113304;Laranjeiras do Sul;659,33;25,14;
PR;4113403;Leópolis;477,23;29,88;
PR;4113429;Lidianópolis;477,52;15,85;
PR;4113452;Lindoeste;462,44;15,26;
PR;4113502;Loanda;725,67;29,74;
PR;4113601;Lobato;653,7;37,49;
PR;4113700;Londrina;1083,35;45,33;
PR;4113734;Luiziana;482,03;20,39;
PR;4113759;Lunardelli;471,99;21,86;
PR;4113809;Lupionópolis;636,69;27,79;
PR;4113908;Mallet;552,86;24,66;
PR;4114005;Mamborê;616,46;25,39;
PR;4114104;Mandaguaçu;693,16;27,39;
PR;4114203;Mandaguari;762,54;32,07;
PR;4114302;Mandirituba;539,68;17,24;
PR;4114351;Manfrinópolis;435,85;13,27;
PR;4114401;Mangueirinha;605,97;23,96;
PR;4114500;Manoel Ribas;729,51;24,35;
PR;4114609;Marechal Cândido Rondon;1036,38;35,21;
PR;4114708;Maria Helena;552,13;16,48;
PR;4114807;Marialva;765,58;29,82;
PR;4114906;Marilândia do Sul;497,15;20,16;
PR;4115002;Marilena;461,09;17,81;
PR;4115101;Mariluz;466,87;18,85;
PR;4115200;Maringá;1202,63;50,23;
PR;4115309;Mariópolis;694,06;21,55;
PR;4115358;Maripá;781,94;29,25;
PR;4115408;Marmeleiro;751,42;22,45;
PR;4115457;Marquinho;366,3;10,06;
PR;4115507;Marumbi;642,72;26,62;
PR;4115606;Matelândia;683,91;29,32;
PR;4115705;Matinhos;814,03;35,31;
PR;4115739;Mato Rico;296,21;14,1;
PR;4115754;Mauá da Serra;487,69;17,65;
PR;4115804;Medianeira;914,67;33,51;
PR;4115853;Mercedes;657,38;24,87;
PR;4115903;Mirador;474,75;23,46;
PR;4116000;Miraselva;600,03;33,37;
PR;4116059;Missal;678,96;23,85;
PR;4116109;Moreira Sales;528,33;19,48;
PR;4116208;Morretes;665,51;29,16;
PR;4116307;Munhoz de Melo;637,77;23,61;
PR;4116406;Nossa Senhora das Graças;547,55;28,8;
PR;4116505;Nova Aliança do Ivaí;528,26;31,2;
PR;4116604;Nova América da Colina;472,29;24,08;
PR;4116703;Nova Aurora;734,83;27,42;
PR;4116802;Nova Cantu;446,81;19,96;
PR;4116901;Nova Esperança;719,26;30,38;
PR;4116950;Nova Esperança do Sudoeste;678,29;16,63;
PR;4117008;Nova Fátima;555,2;22,82;
PR;4117057;Nova Laranjeiras;366,26;14,61;
PR;4117107;Nova Londrina;777,47;32,75;
PR;4117206;Nova Olímpia;619,47;25,84;
PR;4117214;Nova Santa Bárbara;511,42;24,35;
PR;4117222;Nova Santa Rosa;758,84;24,04;
PR;4117255;Nova Prata do Iguaçu;668,06;21,75;
PR;4117271;Nova Tebas;408,22;16,38;
PR;4117297;Novo Itacolomi;553,56;26,61;
PR;4117305;Ortigueira;408,86;10,68;
PR;4117404;Ourizona;709,99;26,84;
PR;4117453;Ouro Verde do Oeste;578,86;20,72;
PR;4117503;Paiçandu;610,64;23,91;
PR;4117602;Palmas;575,55;24,23;
PR;4117701;Palmeira;729,05;27,03;
PR;4117800;Palmital;447,15;19,32;
PR;4117909;Palotina;904,85;37,23;
PR;4118006;Paraíso do Norte;864,18;31,24;
PR;4118105;Paranacity;582,06;26;
PR;4118204;Paranaguá;765,85;37,53;
PR;4118303;Paranapoema;549,69;29,52;
PR;4118402;Paranavaí;852,66;38,2;
PR;4118451;Pato Bragado;824,97;28,59;
PR;4118501;Pato Branco;1013,22;40,8;
PR;4118600;Paula Freitas;621,46;18,11;
PR;4118709;Paulo Frontin;579,76;21,63;
PR;4118808;Peabiru;737,63;29,44;
PR;4118857;Perobal;565,43;20,54;
PR;4118907;Pérola;637,59;21,12;
PR;4119004;Pérola d'Oeste;613,32;22,93;
PR;4119103;Piên;541,67;20,62;
PR;4119152;Pinhais;911,51;36,83;
PR;4119202;Pinhalão;545,95;23,12;
PR;4119251;Pinhal de São Bento;514,89;17,26;
PR;4119301;Pinhão;454,31;20,09;
PR;4119400;Piraí do Sul;631,84;27,33;
PR;4119509;Piraquara;581,74;26,32;
PR;4119608;Pitanga;609,77;25,76;
PR;4119657;Pitangueiras;518,34;24,75;
PR;4119707;Planaltina do Paraná;556,04;24,14;
PR;4119806;Planalto;641,16;18,2;
PR;4119905;Ponta Grossa;877,1;40,13;
PR;4119954;Pontal do Paraná;782,87;33,57;
PR;4120002;Porecatu;742,25;33,86;
PR;4120101;Porto Amazonas;655,76;27,78;
PR;4120150;Porto Barreiro;535,4;14,72;
PR;4120200;Porto Rico;590,58;25,31;
PR;4120309;Porto Vitória;531,11;18,26;
PR;4120333;Prado Ferreira;652,38;19,33;
PR;4120358;Pranchita;815,6;26,22;
PR;4120408;Presidente Castelo Branco;603,83;25,26;
PR;4120507;Primeiro de Maio;604,96;23,31;
PR;4120606;Prudentópolis;497,84;20,09;
PR;4120655;Quarto Centenário;723,41;19,32;
PR;4120705;Quatiguá;590,85;26,2;
PR;4120804;Quatro Barras;800,4;39,43;
PR;4120853;Quatro Pontes;1093,43;24,34;
PR;4120903;Quedas do Iguaçu;586,88;21,25;
PR;4121000;Querência do Norte;509,13;21,5;
PR;4121109;Quinta do Sol;583,64;20,6;
PR;4121208;Quitandinha;452,08;16,38;
PR;4121257;Ramilândia;426,7;15,16;
PR;4121307;Rancho Alegre;590,51;21,74;
PR;4121356;Rancho Alegre D'Oeste;528,21;19,06;
PR;4121406;Realeza;704,94;24,56;
PR;4121505;Rebouças;449,27;20,53;
PR;4121604;Renascença;831,49;22,72;
PR;4121703;Reserva;457,88;13,52;
PR;4121752;Reserva do Iguaçu;419,62;15,41;
PR;4121802;Ribeirão Claro;639,91;27,34;
PR;4121901;Ribeirão do Pinhal;563,87;24,45;
PR;4122008;Rio Azul;740,31;16,1;
PR;4122107;Rio Bom;524,89;25,9;
PR;4122156;Rio Bonito do Iguaçu;405,76;12,24;
PR;4122172;Rio Branco do Ivaí;387,85;18,83;
PR;4122206;Rio Branco do Sul;548,8;19,91;
PR;4122305;Rio Negro;709,13;34,67;
PR;4122404;Rolândia;819,52;33,07;
PR;4122503;Roncador;500,36;17,31;
PR;4122602;Rondon;724,58;26,52;
PR;4122651;Rosário do Ivaí;422,97;19,65;
PR;4122701;Sabáudia;663,2;27,87;
PR;4122800;Salgado Filho;557,15;19,52;
PR;4122909;Salto do Itararé;490,56;22,73;
PR;4123006;Salto do Lontra;650,57;21,59;
PR;4123105;Santa Amélia;470,75;11,57;
PR;4123204;Santa Cecília do Pavão;553,12;26,54;
PR;4123303;Santa Cruz de Monte Castelo;552,67;28,23;
PR;4123402;Santa Fé;709,44;26,41;
PR;4123501;Santa Helena;791,53;29,28;
PR;4123600;Santa Inês;533,95;27,6;
PR;4123709;Santa Isabel do Ivaí;610,69;28,7;
PR;4123808;Santa Izabel do Oeste;540,49;22,74;
PR;4123824;Santa Lúcia;578,04;19,98;
PR;4123857;Santa Maria do Oeste;334,84;16,1;
PR;4123907;Santa Mariana;564,1;27,98;
PR;4123956;Santa Mônica;614,27;21,04;
PR;4124004;Santana do Itararé;467,18;18,92;
PR;4124020;Santa Tereza do Oeste;573,27;22,52;
PR;4124053;Santa Terezinha de Itaipu;688,34;29,85;
PR;4124103;Santo Antônio da Platina;765,04;34,13;
PR;4124202;Santo Antônio do Caiuá;455,52;24,64;
PR;4124301;Santo Antônio do Paraíso;561,33;30,97;
PR;4124400;Santo Antônio do Sudoeste;585,95;17,45;
PR;4124509;Santo Inácio;829,4;33,55;
PR;4124608;São Carlos do Ivaí;635,85;17,2;
PR;4124707;São Jerônimo da Serra;393,81;16,05;
PR;4124806;São João;605,55;25,37;
PR;4124905;São João do Caiuá;545,41;22,01;
PR;4125001;São João do Ivaí;540,31;21,98;
PR;4125100;São João do Triunfo;471,43;12,64;
PR;4125209;São Jorge d'Oeste;641,7;22,68;
PR;4125308;São Jorge do Ivaí;738,42;29,97;
PR;4125357;São Jorge do Patrocínio;630,8;12,25;
PR;4125407;São José da Boa Vista;458,85;18,48;
PR;4125456;São José das Palmeiras;570,26;22,55;
PR;4125506;São José dos Pinhais;846,93;39,82;
PR;4125555;São Manoel do Paraná;710,62;23,2;
PR;4125605;São Mateus do Sul;669,78;27,27;
PR;4125704;São Miguel do Iguaçu;734,88;21,91;
PR;4125753;São Pedro do Iguaçu;573,84;20,08;
PR;4125803;São Pedro do Ivaí;632,22;27,06;
PR;4125902;São Pedro do Paraná;544,76;24,41;
PR;4126009;São Sebastião da Amoreira;582,81;29,29;
PR;4126108;São Tomé;651,78;27,64;
PR;4126207;Sapopema;603,35;17,75;
PR;4126256;Sarandi;554,48;18,94;
PR;4126272;Saudade do Iguaçu;604,56;18,63;
PR;4126306;Sengés;479,7;15,68;
PR;4126355;Serranópolis do Iguaçu;1012,88;24,1;
PR;4126405;Sertaneja;725,23;30,89;
PR;4126504;Sertanópolis;701,27;29,32;
PR;4126603;Siqueira Campos;655,16;22,15;
PR;4126652;Sulina;563,32;15,1;
PR;4126678;Tamarana;398,24;17,23;
PR;4126702;Tamboara;546,32;30,36;
PR;4126801;Tapejara;599,13;24,11;
PR;4126900;Tapira;583,51;21,28;
PR;4127007;Teixeira Soares;536,39;21,19;
PR;4127106;Telêmaco Borba;732,78;34,5;
PR;4127205;Terra Boa;653,34;26,87;
PR;4127304;Terra Rica;614,23;24,49;
PR;4127403;Terra Roxa;611,85;29,61;
PR;4127502;Tibagi;543,05;18,22;
PR;4127601;Tijucas do Sul;547,62;16,14;
PR;4127700;Toledo;876,72;37,07;
PR;4127809;Tomazina;489,45;20,78;
PR;4127858;Três Barras do Paraná;562,22;17,84;
PR;4127882;Tunas do Paraná;431,27;12,85;
PR;4127908;Tuneiras do Oeste;493,46;21,58;
PR;4127957;Tupãssi;711,31;23,22;
PR;4127965;Turvo;512,21;17,9;
PR;4128005;Ubiratã;648,36;28,09;
PR;4128104;Umuarama;880,6;35,93;
PR;4128203;União da Vitória;674,29;32,97;
PR;4128302;Uniflor;586,3;30,49;
PR;4128401;Uraí;617,75;26,7;
PR;4128500;Wenceslau Braz;594,42;26,52;
PR;4128534;Ventania;411,92;16,99;
PR;4128559;Vera Cruz do Oeste;632,91;23,4;
PR;4128609;Verê;661,18;16,3;
PR;4128625;Vila Alta;540,24;16,85;
PR;4128633;Doutor Ulysses;277,33;5,48;
PR;4128658;Virmond;655,2;17,58;
PR;4128708;Vitorino;742,97;24,51;
PR;4128807;Xambrê;633,91;21,91;
PR;4199919;Assunguy de Cima;;;
PR;4199929;Conchas;;;
PR;4199939;Palmira;;;
PR;4199949;Porto de Cima;;;
RJ;3300100;Angra dos Reis;798,68;32,95;
RJ;3300159;Aperibé;516,14;30,94;
RJ;3300209;Araruama;680,88;36,28;
RJ;3300225;Areal;571,74;28,5;
RJ;3300233;Armação dos Búzios;851,39;36,74;
RJ;3300258;Arraial do Cabo;714,47;41,69;
RJ;3300308;Barra do Piraí;719,16;37,99;
RJ;3300407;Barra Mansa;705,1;35,93;
RJ;3300456;Belford Roxo;491,51;29,64;
RJ;3300506;Bom Jardim;649,62;20,61;
RJ;3300605;Bom Jesus do Itabapoana;717,69;35,47;
RJ;3300704;Cabo Frio;815,75;39,79;
RJ;3300803;Cachoeiras de Macacu;604,45;32,9;
RJ;3300902;Cambuci;524,88;29,13;
RJ;3300936;Carapebus;620,35;30,9;
RJ;3300951;Comendador Levy Gasparian;537,66;27,35;
RJ;3301009;Campos dos Goytacazes;682,59;36,59;
RJ;3301108;Cantagalo;641,61;31,28;
RJ;3301157;Cardoso Moreira;465,04;22,45;
RJ;3301207;Carmo;559,66;30,58;
RJ;3301306;Casimiro de Abreu;768,45;36,44;
RJ;3301405;Conceição de Macabu;614,57;36,8;
RJ;3301504;Cordeiro;724,29;38,18;
RJ;3301603;Duas Barras;540,35;22,75;
RJ;3301702;Duque de Caxias;592,81;33,09;
RJ;3301801;Engenheiro Paulo de Frontin;529,05;35,57;
RJ;3301850;Guapimirim;594,06;29,92;
RJ;3301876;Iguaba Grande;818,01;41,76;
RJ;3301900;Itaboraí;584,35;30,34;
RJ;3302007;Itaguaí;635,5;35,23;
RJ;3302056;Italva;593,88;27,35;
RJ;3302106;Itaocara;607,18;30,65;
RJ;3302205;Itaperuna;688,83;33,83;
RJ;3302254;Itatiaia;773,48;40,88;
RJ;3302270;Japeri;420,15;24,84;
RJ;3302304;Laje do Muriaé;453,97;27,64;
RJ;3302403;Macaé;1103,42;48,2;
RJ;3302452;Macuco;574,96;35,36;
RJ;3302502;Magé;567,59;32;
RJ;3302601;Mangaratiba;832,15;41,52;
RJ;3302700;Maricá;910,41;46,6;
RJ;3302809;Mendes;649,4;40,29;
RJ;3302858;Mesquita;640,37;42,94;
RJ;3302908;Miguel Pereira;801,63;35,99;
RJ;3303005;Miracema;608,62;36,81;
RJ;3303104;Natividade;653,23;34,39;
RJ;3303203;Nilópolis;755,26;49,72;
RJ;3303302;Niterói;2000,29;65,86;
RJ;3303401;Nova Friburgo;894,75;34,39;
RJ;3303500;Nova Iguaçu;591;36,07;
RJ;3303609;Paracambi;580,49;35,56;
RJ;3303708;Paraíba do Sul;613,56;32,33;
RJ;3303807;Parati;734,36;31,8;
RJ;3303856;Paty do Alferes;562,52;21,01;
RJ;3303906;Petrópolis;922,49;35,79;
RJ;3303955;Pinheiral;657,99;36,13;
RJ;3304003;Piraí;678,3;34,68;
RJ;3304102;Porciúncula;615,63;29,77;
RJ;3304110;Porto Real;577,07;33,64;
RJ;3304128;Quatis;535,96;32,49;
RJ;3304144;Queimados;484,4;30,49;
RJ;3304151;Quissamã;616,31;31,15;
RJ;3304201;Resende;915,21;46,05;
RJ;3304300;Rio Bonito;643,54;31,05;
RJ;3304409;Rio Claro;623,62;22,51;
RJ;3304508;Rio das Flores;499,13;25,15;
RJ;3304524;Rio das Ostras;1051,19;48,23;
RJ;3304557;Rio de Janeiro;1492,63;53,7;
RJ;3304607;Santa Maria Madalena;522,66;23,57;
RJ;3304706;Santo Antônio de Pádua;657,53;31,15;
RJ;3304755;São Francisco de Itabapoana;375,49;18,35;
RJ;3304805;São Fidélis;567,23;29,54;
RJ;3304904;São Gonçalo;669,3;41,49;
RJ;3305000;São João da Barra;570,38;24,93;
RJ;3305109;São João de Meriti;597,57;36,49;
RJ;3305133;São José de Ubá;410,44;20,62;
RJ;3305158;São José do Vale do Rio Preto;517,99;18,73;
RJ;3305208;São Pedro da Aldeia;710,04;38,56;
RJ;3305307;São Sebastião do Alto;423,88;22,13;
RJ;3305406;Sapucaia;558,94;25,7;
RJ;3305505;Saquarema;681,62;36,32;
RJ;3305554;Seropédica;604,82;33,53;
RJ;3305604;Silva Jardim;476,99;24,8;
RJ;3305703;Sumidouro;479,46;11,41;
RJ;3305752;Tanguá;440,84;21,67;
RJ;3305802;Teresópolis;859,79;33,35;
RJ;3305901;Trajano de Morais;510,96;20,13;
RJ;3306008;Três Rios;726,83;38,9;
RJ;3306107;Valença;675,62;37,86;
RJ;3306156;Varre-Sai;418,62;18,93;
RJ;3306206;Vassouras;701,06;37,68;
RJ;3306305;Volta Redonda;920,51;46,57;
RJ;3399919;Sâo João Marcos;;;
RJ;3399929;São Sebastião do Parahyba;;;
RN;2400109;Acari;410,61;26,91;
RN;2400208;Açu;432,38;24,16;
RN;2400307;Afonso Bezerra;261,3;18,24;
RN;2400406;Água Nova;212,82;21,32;
RN;2400505;Alexandria;296,5;18,58;
RN;2400604;Almino Afonso;291,3;23,65;
RN;2400703;Alto do Rodrigues;447,67;26,72;
RN;2400802;Angicos;347,65;24,86;
RN;2400901;Antônio Martins;251,04;13,81;
RN;2401008;Apodi;358,66;22,16;
RN;2401107;Areia Branca;449,02;30,31;
RN;2401206;Arês;309,04;21,34;
RN;2401305;Augusto Severo;388,39;18,81;
RN;2401404;Baía Formosa;315,25;20,63;
RN;2401453;Baraúna;263,68;12,71;
RN;2401503;Barcelona;266,71;14,71;
RN;2401602;Bento Fernandes;233,48;19,91;
RN;2401651;Bodó;277,16;21,53;
RN;2401701;Bom Jesus;300,38;15,61;
RN;2401800;Brejinho;304,8;15,68;
RN;2401859;Caiçara do Norte;280,53;13,93;
RN;2401909;Caiçara do Rio do Vento;250,07;15,68;
RN;2402006;Caicó;637,13;31,31;
RN;2402105;Campo Redondo;251,73;20,97;
RN;2402204;Canguaretama;256,22;16,25;
RN;2402303;Caraúbas;321,99;23,83;
RN;2402402;Carnaúba dos Dantas;387,8;22,78;
RN;2402501;Carnaubais;300,27;18,61;
RN;2402600;Ceará-Mirim;332,89;21,73;
RN;2402709;Cerro Corá;282,84;17,27;
RN;2402808;Coronel Ezequiel;238,25;12,68;
RN;2402907;Coronel João Pessoa;243,22;15,25;
RN;2403004;Cruzeta;339,38;24,97;
RN;2403103;Currais Novos;526,96;33,21;
RN;2403202;Doutor Severiano;272,21;17,22;
RN;2403251;Parnamirim;850,44;52,59;
RN;2403301;Encanto;312,34;18,76;
RN;2403400;Equador;292,55;19,13;
RN;2403509;Espírito Santo;243,23;11,8;
RN;2403608;Extremoz;428,65;26,79;
RN;2403707;Felipe Guerra;298,6;24,34;
RN;2403756;Fernando Pedroza;269,67;22,64;
RN;2403806;Florânia;359;24,51;
RN;2403905;Francisco Dantas;298,43;19,99;
RN;2404002;Frutuoso Gomes;269,48;17,52;
RN;2404101;Galinhos;291,78;15,04;
RN;2404200;Goianinha;377,59;20,08;
RN;2404309;Governador Dix-Sept Rosado;267,12;15,93;
RN;2404408;Grossos;410,84;22,44;
RN;2404507;Guamaré;407,49;21,42;
RN;2404606;Ielmo Marinho;204,5;9,66;
RN;2404705;Ipanguaçu;273,8;22,04;
RN;2404804;Ipueira;395,09;25,79;
RN;2404853;Itajá;306;19,83;
RN;2404903;Itaú;310,63;21,55;
RN;2405009;Jaçanã;259,77;17,07;
RN;2405108;Jandaíra;261,85;15,75;
RN;2405207;Janduís;272,39;17,82;
RN;2405306;Januário Cicco;192,34;13,9;
RN;2405405;Japi;214,04;15;
RN;2405504;Jardim de Angicos;255,49;15,97;
RN;2405603;Jardim de Piranhas;314,6;15,24;
RN;2405702;Jardim do Seridó;447,53;23,43;
RN;2405801;João Câmara;335,64;16,55;
RN;2405900;João Dias;174,39;11,16;
RN;2406007;José da Penha;301,09;13,14;
RN;2406106;Jucurutu;301,94;14,77;
RN;2406155;Jundiá;248,13;13,91;
RN;2406205;Lagoa d'Anta;295,37;17,65;
RN;2406304;Lagoa de Pedras;214,84;12,22;
RN;2406403;Lagoa de Velhos;270,76;17,39;
RN;2406502;Lagoa Nova;233,77;14,18;
RN;2406601;Lagoa Salgada;247,22;12,26;
RN;2406700;Lajes;292,5;17,72;
RN;2406809;Lajes Pintadas;258,98;22,9;
RN;2406908;Lucrécia;388,31;22,61;
RN;2407005;Luís Gomes;237,26;17,59;
RN;2407104;Macaíba;363,97;22,98;
RN;2407203;Macau;457,22;27,14;
RN;2407252;Major Sales;282,48;15,76;
RN;2407302;Marcelino Vieira;279,42;17,73;
RN;2407401;Martins;295,35;21,52;
RN;2407500;Maxaranguape;298,87;16,38;
RN;2407609;Messias Targino;350,8;27,17;
RN;2407708;Montanhas;249,75;13,5;
RN;2407807;Monte Alegre;292,15;18,59;
RN;2407906;Monte das Gameleiras;261,41;18,69;
RN;2408003;Mossoró;600,28;37,84;
RN;2408102;Natal;950,34;47,72;
RN;2408201;Nísia Floresta;337,75;20,57;
RN;2408300;Nova Cruz;313,34;21,62;
RN;2408409;Olho-d'Água do Borges;290,17;17,25;
RN;2408508;Ouro Branco;355,71;23,57;
RN;2408607;Paraná;219,34;13,74;
RN;2408706;Paraú;298,75;23,55;
RN;2408805;Parazinho;234,75;14,84;
RN;2408904;Parelhas;390,54;25,47;
RN;2408953;Rio do Fogo;239,1;13,33;
RN;2409100;Passa e Fica;269,09;13,67;
RN;2409209;Passagem;241,15;15,76;
RN;2409308;Patu;331,98;23,84;
RN;2409332;Santa Maria;251,9;16,22;
RN;2409407;Pau dos Ferros;504,82;29,45;
RN;2409506;Pedra Grande;210,52;15,4;
RN;2409605;Pedra Preta;216,3;16,27;
RN;2409704;Pedro Avelino;289,53;15,77;
RN;2409803;Pedro Velho;263,8;14,98;
RN;2409902;Pendências;412,01;20,06;
RN;2410009;Pilões;270,87;19,3;
RN;2410108;Poço Branco;263,9;16,73;
RN;2410207;Portalegre;296,9;19,39;
RN;2410256;Porto do Mangue;257,49;13,24;
RN;2410306;Presidente Juscelino;247,77;16,59;
RN;2410405;Pureza;198,93;14,89;
RN;2410504;Rafael Fernandes;311,04;22,18;
RN;2410603;Rafael Godeiro;300,88;23,08;
RN;2410702;Riacho da Cruz;237,37;15,02;
RN;2410801;Riacho de Santana;237,37;15,81;
RN;2410900;Riachuelo;262,85;17,85;
RN;2411007;Rodolfo Fernandes;263,32;19,13;
RN;2411056;Tibau;396,51;18,64;
RN;2411106;Ruy Barbosa;241,96;15,89;
RN;2411205;Santa Cruz;327,61;26,06;
RN;2411403;Santana do Matos;258,64;15,96;
RN;2411429;Santana do Seridó;325,16;17,08;
RN;2411502;Santo Antônio;323,81;18,26;
RN;2411601;São Bento do Norte;231,17;12;
RN;2411700;São Bento do Trairí;210,78;17,24;
RN;2411809;São Fernando;316,21;17,39;
RN;2411908;São Francisco do Oeste;298,15;20,44;
RN;2412005;São Gonçalo do Amarante;377,16;28,09;
RN;2412104;São João do Sabugi;379,2;27,02;
RN;2412203;São José de Mipibu;331,85;18,76;
RN;2412302;São José do Campestre;267,55;18,81;
RN;2412401;São José do Seridó;414,22;26,01;
RN;2412500;São Miguel;285,2;17,34;
RN;2412559;São Miguel de Touros;257,1;19,52;
RN;2412609;São Paulo do Potengi;303,74;20,56;
RN;2412708;São Pedro;285,21;16,61;
RN;2412807;São Rafael;309,77;17,04;
RN;2412906;São Tomé;268,71;16,04;
RN;2413003;São Vicente;346,89;23,69;
RN;2413102;Senador Elói de Souza;207,76;16,71;
RN;2413201;Senador Georgino Avelino;234,85;16,61;
RN;2413300;Serra de São Bento;247,06;16,67;
RN;2413359;Serra do Mel;284,48;19,56;
RN;2413409;Serra Negra do Norte;292,16;17,87;
RN;2413508;Serrinha;240,51;13,84;
RN;2413557;Serrinha dos Pintos;252,46;13,95;
RN;2413607;Severiano Melo;293,49;17,52;
RN;2413706;Sítio Novo;214,04;14,98;
RN;2413805;Taboleiro Grande;277,54;18,73;
RN;2413904;Taipu;235,78;15,25;
RN;2414001;Tangará;270,47;17,99;
RN;2414100;Tenente Ananias;276,94;13,96;
RN;2414159;Tenente Laurentino Cruz;259,72;20,86;
RN;2414209;Tibau do Sul;523,75;26,78;
RN;2414308;Timbaúba dos Batistas;365,42;26,5;
RN;2414407;Touros;264,4;13,6;
RN;2414456;Triunfo Potiguar;294,09;16,28;
RN;2414506;Umarizal;313,6;18,54;
RN;2414605;Upanema;233,97;19,68;
RN;2414704;Várzea;289,33;17,98;
RN;2414753;Venha-Ver;180,53;9,4;
RN;2414803;Vera Cruz;258,12;17,58;
RN;2414902;Viçosa;247,9;17,25;
RN;2415008;Vila Flor;262,96;13,98;
RO;1100015;Alta Floresta D'Oeste;476,99;19,19;
RO;1100023;Ariquemes;689,95;31,45;
RO;1100031;Cabixi;457,17;20,42;
RO;1100049;Cacoal;738,06;28,06;
RO;1100056;Cerejeiras;577,18;24,06;
RO;1100064;Colorado do Oeste;535,41;23,39;
RO;1100072;Corumbiara;402,15;13,04;
RO;1100080;Costa Marques;370,77;20,17;
RO;1100098;Espigão D'Oeste;590,8;18,24;
RO;1100106;Guajará-Mirim;494,69;30,44;
RO;1100114;Jaru;575,14;24,03;
RO;1100122;Ji-Paraná;743,35;34,01;
RO;1100130;Machadinho D'Oeste;401,42;13,87;
RO;1100148;Nova Brasilândia D'Oeste;499,59;18,76;
RO;1100155;Ouro Preto do Oeste;576,51;23,86;
RO;1100189;Pimenta Bueno;734,76;28,51;
RO;1100205;Porto Velho;929,19;43,12;
RO;1100254;Presidente Médici;520,2;19,41;
RO;1100262;Rio Crespo;420,61;19,71;
RO;1100288;Rolim de Moura;657,65;28,16;
RO;1100296;Santa Luzia D'Oeste;476,08;20,29;
RO;1100304;Vilhena;768,98;35,48;
RO;1100320;São Miguel do Guaporé;440,6;16,82;
RO;1100338;Nova Mamoré;377,34;13,61;
RO;1100346;Alvorada D'Oeste;469,26;19,2;
RO;1100379;Alto Alegre dos Parecis;341,22;12,18;
RO;1100403;Alto Paraíso;498,49;13,51;
RO;1100452;Buritis;458,05;18,23;
RO;1100502;Novo Horizonte do Oeste;346,38;16,57;
RO;1100601;Cacaulândia;499,93;14,19;
RO;1100700;Campo Novo de Rondônia;507,69;10,47;
RO;1100809;Candeias do Jamari;463,63;23,66;
RO;1100908;Castanheiras;455,53;16,74;
RO;1100924;Chupinguaia;483,36;16,68;
RO;1100940;Cujubim;495,31;13,95;
RO;1101005;Governador Jorge Teixeira;396,36;10,46;
RO;1101104;Itapuã do Oeste;411,36;17,26;
RO;1101203;Ministro Andreazza;448,38;17,07;
RO;1101302;Mirante da Serra;527,79;13,65;
RO;1101401;Monte Negro;443,85;15,06;
RO;1101435;Nova União;352,24;11,79;
RO;1101450;Parecis;343,73;15,11;
RO;1101468;Pimenteiras do Oeste;493,67;23,66;
RO;1101476;Primavera de Rondônia;442,61;13,8;
RO;1101484;São Felipe D'Oeste;368,24;17,31;
RO;1101492;São Francisco do Guaporé;477,9;17,29;
RO;1101500;Seringueiras;441,13;10,77;
RO;1101559;Teixeirópolis;464,45;14,06;
RO;1101609;Theobroma;382,6;10,06;
RO;1101708;Urupá;380,5;12,1;
RO;1101757;Vale do Anari;394,02;14,03;
